72 ,68 ,68 ,88 ,88 ,84 ,52 ,48 ,52 ,56 ,72 ,120 ,64 ,52 ,52 ,40 ,48 ,56 ,60 ,124 ,92 ,48 ,44 ,44 ,40 ,44 ,60 ,124 ,84 ,60 ,48 ,48 ,48 ,56 ,80 ,128 ,68 ,52 ,48 ,40 ,60 ,64 ,108 ,128 ,76 ,48 ,52 ,44 ,80 ,88 ,120 ,128 ,108 ,92 ,60 ,56 ,76 ,96 ,120 ,124 ,120 ,128 ,116 ,52 
64 ,68 ,68 ,80 ,84 ,76 ,52 ,44 ,48 ,56 ,72 ,112 ,68 ,44 ,48 ,48 ,56 ,52 ,60 ,120 ,100 ,52 ,44 ,44 ,48 ,52 ,60 ,112 ,88 ,48 ,44 ,36 ,48 ,52 ,80 ,128 ,68 ,44 ,44 ,36 ,60 ,68 ,108 ,128 ,76 ,52 ,40 ,44 ,68 ,88 ,120 ,112 ,96 ,84 ,56 ,48 ,68 ,104 ,116 ,124 ,128 ,124 ,100 ,44 
64 ,64 ,68 ,84 ,76 ,80 ,48 ,48 ,48 ,60 ,72 ,112 ,68 ,52 ,48 ,52 ,52 ,56 ,68 ,124 ,92 ,48 ,44 ,52 ,48 ,56 ,64 ,120 ,88 ,48 ,40 ,44 ,56 ,56 ,88 ,120 ,68 ,56 ,44 ,40 ,60 ,64 ,112 ,128 ,68 ,48 ,52 ,40 ,76 ,92 ,120 ,124 ,104 ,80 ,60 ,48 ,80 ,96 ,116 ,128 ,124 ,116 ,108 ,52 
64 ,68 ,76 ,88 ,80 ,80 ,56 ,52 ,56 ,60 ,76 ,116 ,64 ,48 ,48 ,44 ,48 ,56 ,64 ,124 ,76 ,44 ,44 ,44 ,56 ,56 ,72 ,124 ,80 ,52 ,48 ,44 ,48 ,56 ,100 ,124 ,64 ,44 ,48 ,44 ,52 ,68 ,112 ,128 ,64 ,52 ,44 ,48 ,72 ,100 ,128 ,124 ,100 ,84 ,60 ,72 ,72 ,104 ,112 ,120 ,128 ,120 ,100 ,44 
56 ,72 ,64 ,80 ,76 ,72 ,44 ,48 ,56 ,52 ,72 ,116 ,68 ,52 ,56 ,48 ,48 ,52 ,60 ,124 ,84 ,48 ,44 ,44 ,52 ,44 ,64 ,120 ,76 ,48 ,44 ,44 ,56 ,60 ,88 ,120 ,64 ,48 ,48 ,36 ,52 ,76 ,116 ,128 ,68 ,44 ,44 ,44 ,76 ,92 ,116 ,120 ,100 ,84 ,56 ,48 ,80 ,96 ,104 ,136 ,128 ,124 ,108 ,52 
76 ,64 ,68 ,80 ,84 ,84 ,44 ,44 ,44 ,60 ,76 ,112 ,60 ,56 ,36 ,40 ,44 ,52 ,68 ,120 ,76 ,44 ,40 ,40 ,52 ,48 ,68 ,120 ,72 ,44 ,40 ,40 ,48 ,52 ,92 ,124 ,64 ,48 ,44 ,52 ,52 ,64 ,116 ,128 ,64 ,40 ,52 ,40 ,68 ,88 ,116 ,128 ,100 ,80 ,48 ,44 ,64 ,108 ,120 ,124 ,124 ,116 ,112 ,52 
60 ,68 ,72 ,84 ,80 ,88 ,48 ,44 ,60 ,64 ,76 ,116 ,64 ,52 ,48 ,48 ,44 ,52 ,68 ,120 ,76 ,52 ,48 ,40 ,44 ,52 ,64 ,124 ,80 ,52 ,44 ,40 ,56 ,52 ,88 ,128 ,68 ,44 ,44 ,40 ,56 ,72 ,116 ,124 ,68 ,48 ,48 ,52 ,80 ,92 ,124 ,124 ,100 ,88 ,56 ,56 ,68 ,96 ,116 ,120 ,124 ,128 ,112 ,52 
72 ,72 ,68 ,84 ,76 ,76 ,52 ,48 ,56 ,60 ,76 ,116 ,72 ,52 ,48 ,56 ,60 ,52 ,68 ,124 ,88 ,48 ,52 ,44 ,48 ,48 ,64 ,124 ,88 ,52 ,48 ,40 ,48 ,52 ,92 ,124 ,64 ,48 ,44 ,44 ,64 ,72 ,108 ,128 ,68 ,56 ,56 ,44 ,76 ,100 ,124 ,124 ,104 ,92 ,60 ,52 ,76 ,108 ,116 ,124 ,124 ,124 ,108 ,52 
72 ,68 ,68 ,88 ,84 ,80 ,48 ,48 ,52 ,64 ,76 ,120 ,68 ,56 ,44 ,48 ,52 ,56 ,60 ,128 ,88 ,48 ,44 ,40 ,56 ,48 ,76 ,120 ,80 ,48 ,44 ,44 ,52 ,56 ,92 ,124 ,60 ,44 ,52 ,44 ,64 ,68 ,108 ,132 ,72 ,48 ,52 ,48 ,68 ,96 ,116 ,124 ,108 ,88 ,68 ,44 ,80 ,104 ,120 ,124 ,128 ,124 ,124 ,48 
64 ,64 ,68 ,84 ,80 ,68 ,44 ,44 ,48 ,56 ,68 ,108 ,72 ,52 ,44 ,48 ,48 ,52 ,64 ,116 ,96 ,44 ,40 ,44 ,40 ,44 ,64 ,120 ,84 ,44 ,48 ,44 ,56 ,52 ,88 ,124 ,64 ,40 ,44 ,40 ,60 ,68 ,116 ,124 ,72 ,44 ,40 ,40 ,76 ,84 ,112 ,120 ,104 ,92 ,68 ,56 ,72 ,104 ,120 ,120 ,136 ,124 ,108 ,48 
